"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Poverty_Quartile","Log_Poverty_Rate","Log_Gini_Index","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Access_Electricity_x_Poverty","Access_Electricity_x_Gini","Poverty_Category","Gini_Quartile"
93.4,91.6,98.8,36.2198132780083,16.8,1965,53.56,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.2e+07,59.9,2,1.90905665524534,3.6168412344903,0.397484730327632,1.558227305166e-13,-1.75741141726725e-14,536.743770491803,3382.93056016598,"Low",1
97.7,97.1,99.5,36.2198132780083,17.6,1047,27.72,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,22600000,59.78,2,1.90905665524534,3.6168412344903,0.554010952359345,1.558227305166e-13,-1.75741141726725e-14,561.454672131148,3538.67575726141,"Low",1
100,100,98.3,30,23.86,82041.0339782916,3567.78490926012,0.2,0,63.99525,67.5129845422117,1860000,63,1,0.182321556793955,3.43398720448515,0.63773428042282,-1.35050619243846,-0.731675163831598,20,3000,"Low",1
99.6,100,98.7,36.2198132780083,41.2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2460000,84.07,2,1.90905665524534,3.6168412344903,0.623173701629172,1.558227305166e-13,-1.75741141726725e-14,572.373442622951,3607.49340248963,"Low",1
99.6,100,99.1,36.2198132780083,45,12,4.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2690000,92.41,2,1.90905665524534,3.6168412344903,0.623173701629172,1.558227305166e-13,-1.75741141726725e-14,572.373442622951,3607.49340248963,"Low",1
99.7,100,99.5,36.2198132780083,47,24,8.26,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3100000,106.87,2,1.90905665524534,3.6168412344903,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,572.948114754098,3611.11538381743,"Low",1
99.9,99.9,99.9,29,49.4,74,25.51,0.6,0.1,63.99525,67.5129845422117,3500000,121.02,1,0.470003629245736,3.40119738166216,0.634094135724408,-1.56763589265208,-0.678910647805321,59.94,2897.1,"Low",1
99.9,99.8,99.9,36.2198132780083,51.8,103,35.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3690000,127.67,2,1.90905665524534,3.6168412344903,0.634094135724408,1.558227305166e-13,-1.75741141726725e-14,574.097459016393,3618.35934647303,"Low",1
100,99.9,100,34.6,54.3,151,52.27,1,0.1,63.99525,67.5129845422117,3360000,116.49,1,0.693147180559945,3.57234563785798,0.63773428042282,-0.351709571455823,-0.626146131779045,100,3460,"Low",1
100,100,100,32.8,56.9,197,68.39,0.1,0,63.99525,67.5129845422117,3400000,117.99,1,0.0953101798043249,3.52046080248897,0.63773428042282,-0.742543031840335,-0.744866292838167,10,3280,"Low",1
99.9,99.7,100,33.7,59.6,416,144.64,0.1,0,63.99525,67.5129845422117,3370000,116.96,1,0.0953101798043249,3.54673968695281,0.634094135724408,-0.547126301648079,-0.744866292838167,9.99,3366.63,"Low",1
99.9,99.7,100,33.1,62.4,1273,443.02,0.4,0,63.99525,67.5129845422117,3630000,125.92,1,0.336472236621213,3.52929738428947,0.634094135724408,-0.677404121776249,-0.705292905818459,39.96,3306.69,"Low",1
100,100,100,30.1,65.4,1508,526.1,0,0,63.99525,67.5129845422117,2710000,94.36,1,0,3.43720781918519,0.63773428042282,-1.3287932224171,-0.758057421844736,0,3010,"Low",1
100,100,100,30.1,68.55,2190,767.29,0,0,65.96,71.16,2630000,91.52,1,0,3.43720781918519,0.63773428042282,-1.3287932224171,-0.758057421844736,0,3010,"Low",1
99.3,97.9,100,36.2198132780083,10.18,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.7e+07,78.19,2,1.90905665524534,3.6168412344903,0.612253267533936,1.558227305166e-13,-1.75741141726725e-14,570.649426229508,3596.62745850622,"Low",1
98.8,97.4,99.5,36.2198132780083,11.23,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,32700000,92.99,2,1.90905665524534,3.6168412344903,0.594052544041877,1.558227305166e-13,-1.75741141726725e-14,567.77606557377,3578.51755186722,"Low",1
98.9,97.5,99.6,36.2198132780083,12.5,13,0.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,32800000,91.42,2,1.90905665524534,3.6168412344903,0.597692688740289,1.558227305166e-13,-1.75741141726725e-14,568.350737704918,3582.13953319502,"Low",1
99,97.6,99.7,27.6,14.9,18,0.49,0,0,63.99525,67.5129845422117,35600000,97.46,1,0,3.35340671782581,0.601332833438701,-1.87161747295114,-0.758057421844736,0,2732.4,"Low",1
98.8,97.7,99.3,36.2198132780083,18.2,46,1.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,37500000,100.72,2,1.90905665524534,3.6168412344903,0.594052544041877,1.558227305166e-13,-1.75741141726725e-14,567.77606557377,3578.51755186722,"Low",1
99.2,97.8,99.8,36.2198132780083,22.5,68,1.79,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39500000,103.99,2,1.90905665524534,3.6168412344903,0.608613122835525,1.558227305166e-13,-1.75741141726725e-14,570.074754098361,3593.00547717842,"Low",1
99.3,97.9,99.9,36.2198132780083,29.5,94,2.43,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43300000,111.71,2,1.90905665524534,3.6168412344903,0.612253267533936,1.558227305166e-13,-1.75741141726725e-14,570.649426229508,3596.62745850622,"Low",1
99.4,98.1,99.9,36.2198132780083,38.2,152,3.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43200000,109.32,2,1.90905665524534,3.6168412344903,0.615893412232349,1.558227305166e-13,-1.75741141726725e-14,571.224098360656,3600.24943983403,"Low",1
99.4,98.3,99.9,36.2198132780083,42.95,309,7.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4.7e+07,116.61,2,1.90905665524534,3.6168412344903,0.615893412232349,1.558227305166e-13,-1.75741141726725e-14,571.224098360656,3600.24943983403,"Low",1
99.5,98.6,99.9,36.2198132780083,47.69,2621,63.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,45800000,111.45,2,1.90905665524534,3.6168412344903,0.61953355693076,1.558227305166e-13,-1.75741141726725e-14,571.798770491803,3603.87142116183,"Low",1
99.6,98.9,99.9,36.2198132780083,49.04,2855,68.09,5.74672131147541,1.96690573770492,42.86,55.13,47200000,112.47,2,1.90905665524534,3.6168412344903,0.623173701629172,1.558227305166e-13,-1.75741141726725e-14,572.373442622951,3607.49340248963,"Low",1
99.5,98.7,99.8,36.2198132780083,58.98,2154,50.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,45400000,106.37,2,1.90905665524534,3.6168412344903,0.61953355693076,1.558227305166e-13,-1.75741141726725e-14,571.798770491803,3603.87142116183,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,3,54.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,1,18.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,1,18.63,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,24,459.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,1,19.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,10,198.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,55,1111.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,25,516.27,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
82.4805239005736,77.8707367149758,91.392984496124,36.2198132780083,43.7411033057851,19,401.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,2.0691826980578e-15,1.558227305166e-13,-1.75741141726725e-14,473.992584481083,2987.42917475108,"Low",1
100,100,100,36.2198132780083,70.04,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64202,84.42,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,78.53,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64549,87.4,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,81,58,810.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65495,91.58,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,81,79,1119.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65044,92.17,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,82.7,92,1295.54,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63865,89.94,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,84.4,79,1106.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63931,89.58,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,86.1,87,1214.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,66241,92.49,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,87.9,158,2202.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,71336,99.43,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,89.7,219,3019.02,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76132,104.95,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,91.57,263,3561.9,5.74672131147541,1.96690573770492,90.27,92.85,80337,108.8,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,43.7411033057851,400,5332.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,82614,110.13,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,90.72,1557,20394.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,87909,115.15,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
38.5,6.6,61.3,42.7,1.9,82041.0339782916,3567.78490926012,14.6,4,63.99525,67.5129845422117,6770000,31.23,4,2.74727091425549,3.77734810210154,-1.60095470910053,1.40704100027448,1.16784741311435,562.1,1643.95,"Medium",4
33.8,77.8707367149758,57.7,36.2198132780083,2.3,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8110000,36.03,2,1.90905665524534,3.6168412344903,-1.77204150992589,1.558227305166e-13,-1.75741141726725e-14,194.239180327869,1224.22968879668,"Low",1
35,77.8707367149758,73.6,36.2198132780083,2.8,30,1.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9400000,40.25,2,1.90905665524534,3.6168412344903,-1.72835977354494,1.558227305166e-13,-1.75741141726725e-14,201.135245901639,1267.69346473029,"Low",1
34.6,77.8707367149758,82.5,36.2198132780083,4.7,45,1.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,12100000,49.77,2,1.90905665524534,3.6168412344903,-1.74292035233859,1.558227305166e-13,-1.75741141726725e-14,198.836557377049,1253.20553941909,"Low",1
37.3,77.8707367149758,70.3,36.2198132780083,7.7,80,3.18,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,12800000,50.76,2,1.90905665524534,3.6168412344903,-1.64463644548147,1.558227305166e-13,-1.75741141726725e-14,214.352704918033,1350.99903526971,"Low",1
38.4,77.8707367149758,68.6,36.2198132780083,13,119,4.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13300000,50.81,2,1.90905665524534,3.6168412344903,-1.60459485379894,1.558227305166e-13,-1.75741141726725e-14,220.674098360656,1390.84082987552,"Low",1
32,77.8707367149758,51,36.2198132780083,21.36,160,5.9,5.74672131147541,1.96690573770492,20.2,22.39,14100000,51.8,2,1.90905665524534,3.6168412344903,-1.8375641144973,1.558227305166e-13,-1.75741141726725e-14,183.895081967213,1159.03402489627,"Low",1
42,3.8,64,36.2198132780083,22,227,8.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13900000,49.36,2,1.90905665524534,3.6168412344903,-1.47354964465611,1.558227305166e-13,-1.75741141726725e-14,241.362295081967,1521.23215767635,"Low",1
41.8,77.8707367149758,67.9,36.2198132780083,23.2,240,8.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.3e+07,44.59,2,1.90905665524534,3.6168412344903,-1.48082993405293,1.558227305166e-13,-1.75741141726725e-14,240.212950819672,1513.98819502075,"Low",1
42.9,77.8707367149758,69.4,36.2198132780083,26,322,10.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13300000,44.11,2,1.90905665524534,3.6168412344903,-1.4407883423704,1.558227305166e-13,-1.75741141726725e-14,246.534344262295,1553.82998962656,"Low",1
45.3,7.3,65.3,51.3,29,345,11.03,31.1,11.9,63.99525,67.5129845422117,13300000,42.49,4,3.46885603013597,3.95699637107088,-1.35342486960851,3.27435642211158,3.34438369919824,1408.83,2323.89,"High",4
45.6,77.8707367149758,72.2,36.2198132780083,32.13,469,14.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14800000,45.84,2,1.90905665524534,3.6168412344903,-1.34250443551328,1.558227305166e-13,-1.75741141726725e-14,262.050491803279,1651.62348547718,"Low",1
100,100,100,36.2198132780083,38,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,136592,164.07,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
98.5,98,99.9,36.2198132780083,42,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,134925,159.61,2,1.90905665524534,3.6168412344903,0.583132109946641,1.558227305166e-13,-1.75741141726725e-14,566.052049180328,3567.65160788382,"Low",1
98.7,98.2,100,36.2198132780083,47,60,700.16,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,167970,196.01,2,1.90905665524534,3.6168412344903,0.590412399343465,1.558227305166e-13,-1.75741141726725e-14,567.201393442623,3574.89557053942,"Low",1
94.6,92.7,100,36.2198132780083,52,73,841.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,176008,202.94,2,1.90905665524534,3.6168412344903,0.441166466708575,1.558227305166e-13,-1.75741141726725e-14,543.639836065574,3426.39433609959,"Low",1
100,100,100,36.2198132780083,58,47,536.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,127381,145.29,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,63.4,65,734.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,114358,129.22,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,67.78,72,806.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,120041,134.52,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,70,65,722.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,176000,195.69,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,73,76,839.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,180000,198.75,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,76.2,85,932.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,184000,201.93,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,79.6,81,884.03,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
100,100,100,36.2198132780083,83.2,87,944.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,184000,199.75,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,3621.98132780083,"Low",1
97.5,94,97.9,45,28.11,82041.0339782916,3567.78490926012,1.6,0.6,63.99525,67.5129845422117,46500000,115.48,1,0.955511445027436,3.8286413964891,0.546730662962521,1.9064393107658,-0.546999357739631,156,4387.5,"Low",4
97.8,94.2,98.2,43.8,34,82041.0339782916,3567.78490926012,1.6,0.5,63.99525,67.5129845422117,52500000,129,1,0.955511445027436,3.80220813942094,0.557651097057757,1.64588367050945,-0.546999357739631,156.48,4283.64,"Low",4
98.8,98.6,98.8,43.7,45,1028,25.2,0.7,0.3,63.99525,67.5129845422117,57100000,138.89,1,0.53062825106217,3.79997350161952,0.594052544041877,1.62417070048809,-0.665719518798752,69.16,4317.56,"Low",4
99,97.8,99.2,42.7,51,1404,34.03,0.7,0.3,63.99525,67.5129845422117,60700000,146.25,1,0.53062825106217,3.77734810210154,0.601332833438701,1.40704100027448,-0.665719518798752,69.3,4227.3,"Low",4
99.1,96.1,99.4,41.4,55.8,2643,63.33,0.6,0.3,63.99525,67.5129845422117,64300000,153.33,1,0.470003629245736,3.74714836223791,0.604972978137112,1.12477238999677,-0.678910647805321,59.46,4102.74,"Low",4
99.3,95.4,99.7,41.1,59.9,3117,73.86,0.7,0.3,63.99525,67.5129845422117,67400000,158.92,1,0.53062825106217,3.74004774068834,0.612253267533936,1.05963347993269,-0.665719518798752,69.51,4081.23,"Low",4
100,100,100,41.8,64.7,3837,89.92,0.6,0.3,63.99525,67.5129845422117,61200000,142.99,1,0.470003629245736,3.75653810258775,0.63773428042282,1.21162427008222,-0.678910647805321,60,4180,"Low",4
99.7,97.6,99.9,36.2198132780083,68.04,5317,123.27,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,61800000,142.96,2,1.90905665524534,3.6168412344903,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,572.948114754098,3611.11538381743,"Low",1
99.9,99.3,100,42.3,70.97,32040,735.02,0.7,0.3,70.12,71.91,63700000,145.92,1,0.53062825106217,3.76815263500844,0.634094135724408,1.32018912018903,-0.665719518798752,69.93,4225.77,"Low",4
100,100,100,41.4,74.29,71731,1628.59,0.6,0.2,73.49,75.17,61900000,140.5,1,0.470003629245736,3.74714836223791,0.63773428042282,1.12477238999677,-0.678910647805321,60,4140,"Low",4
100,99.9,100,41.7,77.7,83320,1872.59,1,0.4,63.99525,67.5129845422117,58600000,131.94,1,0.693147180559945,3.75419892023458,0.63773428042282,1.18991130006086,-0.626146131779045,100,4170,"Low",4
100,100,100,43.3,79.95,135647,3018.49,1.1,0.4,63.99525,67.5129845422117,56400000,125.94,1,0.741937344729377,3.79098467705109,0.63773428042282,1.53731882040265,-0.612955002772476,110,4330,"Low",4
99.2,98.9,99.4,29.2,6.21,82041.0339782916,3567.78490926012,0.9,0.2,63.99525,67.5129845422117,1440000,48.33,1,0.641853886172395,3.40784192438082,0.608613122835525,-1.52420995260936,-0.639337260785614,89.28,2896.64,"Low",1
99.3,99,99.4,28,15.3,82041.0339782916,3567.78490926012,1.2,0.2,63.99525,67.5129845422117,2190000,73.93,1,0.78845736036427,3.36729582998647,0.612253267533936,-1.7847655928657,-0.599763873765907,119.16,2780.4,"Low",1
99.8,100,99.7,30,25,30,10.18,1,0.2,63.99525,67.5129845422117,3870000,131.19,1,0.693147180559945,3.43398720448515,0.630453991025996,-1.35050619243846,-0.626146131779045,99.8,2994,"Low",1
99.5,99.3,99.6,29.4,32,54,18.44,1.2,0.2,63.99525,67.5129845422117,3210000,109.64,1,0.78845736036427,3.41444260841218,0.61953355693076,-1.48078401256663,-0.599763873765907,119.4,2925.3,"Low",1
99.5,99.2,99.7,29.6,37.5,87,29.85,0.8,0.2,63.99525,67.5129845422117,3320000,114.01,1,0.587786664902119,3.42100000895834,0.61953355693076,-1.43735807252391,-0.652528389792183,79.6,2945.2,"Low",1
